丑	チュウ	Знак Быка	チュウ    うし	ひろ		sign of the ox or cow, 1-3AM, second sign of Chinese zodiac 
厨	シュウ	Кухня	シュウ    ズ    チュ    チュウ    くりや			kitchen 
厩	キュウ	Конюшня	キュウ    うまや	まや    まら		barn, stable 
厭	エン	Не любить	エン    オン    アン    オウ    ユウ    ヨウ    いや    あ.きる    いと.う    おさ.える			get tired of, satiate, bore 
叉	サ	Разветвление	サ    シャ    サイ    また			fork in road, crotch 
叛	ハン	Восставать	ハン    ホン    そむ.く			disobey, defy, go back on, rebel, rebellion 
叡	エイ	Императорский	エイ    あき.らか			intelligence, imperial 
叢	ソウ	Заросли	ソウ    ス    くさむら    むら.がる    むら			plexus, clump of bushes, thicket 
叩	コウ	Колотить	コウ    たた.く    はた.く    すぎ			strike, beat, hit, thrash, criticize 
只	シ	Бесплатно	シ    ただ			only, free, in addition 
叶	キョウ	Исполняться	キョウ    かな.える    かな.う	かの    かのう		grant, answer 
吃	キツ	Заикаться	キツ    ども.る			stammer 
吊	チョウ	Подвешивать	チョウ    つ.る    つる.す			suspend, hang, wear (sword) 
吋	トウ	Дюйм	トウ    ドウ    スン    いんち			inch 
吠	ハイ	Лаять	ハイ    ベイ    ほえ.る    ほ.える			bark, howl, cry 
吻	フン	Хоботок	フン    ブン    くちわき    くちさき			proboscis 
吾	ゴ	Я	ゴ    われ    わが-    あ-	あ    あが		I, my, our, one's own 
呆	ホウ	Изумление	ホウ    ほけ.る    ぼ.ける    あき.れる    おろか			be amazed, disgusted, shocked 
呑	ドン	Глотать	トン    ドン    の.む			drink 
咳	ガイ	Кашель	カイ    ガイ    せ.く    しわぶ.く    せき    しわぶき			cough, clear throat 
哉	サイ	Ах!	サイ    かな    や	か    すけ    とし    ちか    はじめ		how, what, alas, "?" (question mark) 
哨	ショウ	Дозор	ショウ    みはり			scout, sentinel 
哩	リ	Миля	リ    まいる			mile 
唖	ア	Немой	ア    アク    おし			mute, dumb 
啄	タク	Клевать	タク    ツク    トク    ついば.む    つつ.く	くち    はし    ばし		peck, pick up 
喋	チョウ	Болтать	チョウ    トウ    しゃべ.る    ついば.む			talk, chat, chatter 
喧	ケン	Шумный	ケン    やかま.しい    かまびす.しい			noisy, boisterous 
喬	キョウ	Высокий	キョウ    たか.い	たかし    たか		high, boasting 
喰		Поедать	く.う    く.らう	じき		eat, drink, receive (a blow), (kokuji) 
嘉	カ	Восхищаться	カ    よみ.する    よい	ひろ    よし    よしみ    かず    よ		applaud, praise, esteem 
嘗	ショウ	Лизать	ショウ    ジョウ    かつ.て    こころ.みる    な.める			once, before, formerly, ever, never, ex-, lick, lap up, burn up, taste, undergo, underrate, despise 
嘘	キョ	Ложь	キョ    コ    うそ    ふ.く			lie, falsehood 
嘩	カ	Ссора	カ    ケ    かまびす.しい			noisy 
噂	ソン	Слухи	ソン    うわさ			rumor, gossip, hearsay 
噌	ソウ	Мисо	ソウ    ショウ    ソ    かまびす.しい			boisterous 
噛	ゴウ	Кусать	コウ    ゴウ    か.む    か.じる			chew, bite, gnaw 
噸	トン	Тонна				tonnage, (kokuji) 
噺		Рассказ	はなし			talk, (kokuji) 
嚢	ノウ	Мешочек	ノウ    ドウ    ふくろ			pouch, purse, bag 
圃	ホ	Заливное поле	ホ    フ    はたけ    にわ			garden, field 
圭	ケイ	Яшмовый скипетр	ケイ    ケ	か    きよ    たま    よし    かど    きよし		square jewel, corner, angle, edge 
坐	ザ	Сидеть	ザ    サ    すわ.る    おわす    そぞろに    まします			sit 
坤	コン	Юго-запад	コン    つち    ひつじさる			divination sign, land, earth 
坦	タン	Однообразный	タン    たいら	やす		level, wide 
垢	コウ	Грязь	コウ    ク    あか    はじ			dirt, grime, earwax 
埜	ヤ	Поле	ヤ    ショ    の			open country, field, wilderness 
埠	フ	Пристань	フ    ホ    つか    はとば			wharf 
埴	ショク	Глина	ショク    はに    へな			clay 
堰	エン	Плотина	エン    せき    せ.く			dam, prevent, stop up 
堵	ト	Ограда	ト    かき			fence, railing, enclosure 
堺	カイ	Сакаи	カイ    さかい			world 
塘	トウ	Запруда	トウ    つつみ	とも		dike, embankment 
塙	カク コウ	Утёс	カク    コウ    はなわ    かた.い	はな		projecting tableland or mountain 
塵	ジン	Пыль	チン    ジン    ちり    ごみ			dust, trash, garbage 
壕	ゴウ	Траншея	コウ    ゴウ    ほり			trench, dugout, air raid shelter 
壬	ジン	Девятый знак	ニン    ジン    イ    みずのえ			9th calendar sign 
壷	コ	Горшок	コ    つぼ			jar, pot, hinge knuckle, one's aim 
夙	シュク	Ранний	シュク    つとに    はやい			bright and early, long ago, early in life 
夷	イ	Варвар	イ    えびす    えみし    ころ.す    たい.らげる	し		barbarian, savage, Ainu 
奄	エン	Амами	エン    おお.う    たちまち	あま		cover 
奎	ケイ キ	Культура	ケイ    キ			star, god of literature 
套	トウ	Банальный	トウ    かさ.ねる			hackneyed 
妓	ギ	Куртизанка	ギ    キ    わざおぎ    うたいめ			stretch, singing girl, geisha, prostitute 
妾	ショウ	Содержанка	ショウ    めかけ    そばめ    わらわ			concubine 
姐	ソ	Старшая сестра	ソ    シャ    あね    ねえさん			elder sister, maidservant 
姑	コ	Свекровь	コ    しゅうとめ    しゅうと    おば    しばらく			mother-in-law 
姥	ボ	Старуха	ボ    モ    うば			old woman 
姦	カン	Разврат	カン    ケン    かん.する    かしま.しい    みだら			wicked, mischief, seduce, rape, noisy 
姪	テツ	Племянница	テツ    チツ    ジチ    イツ    イチ    めい    おい			niece 
姶	オオ	Город Айра	オオ    オウ    アイ    あい			good-looking, quiet 
娃	ア	Город Эи	ア    アイ    ワ    うつく.しい	い		beautiful 
娩	ベン	Роды	ベン			bear (children) 
娼	ショウ	Проститутка	ショウ    あそびめ			prostitute 
婁	ル ロウ	Китайское созвездие	ル    ロウ    つな.ぐ    ひ.く	ろ		frequently, tie 
嬉	キ	Радостный	キ    うれ.しい    たの.しむ	うらし    うれし		glad, pleased, rejoice 
嬬	ジュ	Деревня Цумагои	ジュ    よわ.い	つま		mistress, weak 
嬰	エイ	Диез	エイ    ふ.れる    みどりご    あかご			sharp (music), baby 
孜	シ	Рьяно	シ    つと.める			industriousness 
孟	モウ	Мэн-цзы	モウ    ボウ    ミョウ    かしら	たけし    たけ    はる    はじめ    つとむ    おさ    はい		chief, beginning 
宋	ソウ	Династия Сун	ソウ			dwell, Sung dynasty 
宍	ニク	Мясо	ニク    ジク    しし	し    しん		muscles, meat 
宏	コウ	Обширный	コウ    ひろ.い	あつ    ひろ    ひろし		wide, large 
宕	トウ	Своевольный	トウ    すぎる			cave 
宥	ユウ	Утихомиривать	ユウ    なだ.める    ゆる.す			soothe, calm, pacify 
寅	イン	Знак Тигра	イン    とら	とも    のぶ		sign of the tiger, 3-5AM, third sign of Chinese zodiac 
寓	グウ	Временно жить	グウ    グ    ドウ    ぐう.する    かこつ.ける    よ.せる    よ.る    かりずまい			temporary abode, keep, imply, suggest 
寵	チョウ	Покровительство	チョウ    めぐ.み    めぐ.む			affection, love, patronage 
尖	セン	Остриё	セン    とが.る    さき    するど.い			be pointed, sharp, taper, displeased, angry, edgy 
尤	ユウ	Правдоподобный	ユウ    もっと.も    とが.める			reasonable, just, natural, superb, outstanding, plausible 
尭	ギョウ	Император Яо	ギョウ    たか.い	たかし    たか    のり    あき		high, far 
屍	シ	Труп	シ    しかばね			corpse 
屑	セツ	Отходы	セツ    くず    いさぎよ.い			rubbish, junk, trash, waste, scraps 
屡	ル	Часто	ル    しばしば			often, frequently 
岨	ソ	Обрыв	ソ    ショ    いしやま    そば			a rocky mountain 
岱	タイ	Гора Тайшань	タイ			old name for a Chinese mountain, Taishan 
峨	ガ	Скалистый	ガ    けわ.しい			high mountain 
峯	ホウ	Вершина	ホウ    みね    ね			peak, summit 
峻	シュン	Суровый	シュン    けわ.しい    たか.い	たか    たかし    ちか    とし    おか		high, steep 
崚	リョウ	Громоздящиеся горы	リョウ			towering in a row 
嵩	スウ	Громоздкий	スウ    シュウ    かさ    かさ.む    たか.い	たかし    たか    たけ		be aggravated, grow worse, grow bulky, swell 
嵯	サ	Кварталы Сага	サ    シ			steep, craggy, rugged 
嶋	トウ	Остров	トウ    しま			island 
嶺	レイ	Пик	レイ    リョウ	みね    ね		peak, summit 
巌	ガン	Утёс	ガン    いわ    いわお    けわ.しい	よし		rock, crag, boulder 
巳	シ	Знак Змеи	シ    み			sign of the snake or serpent, 9-11AM, sixth sign of Chinese zodiac 
巴	ハ	Томоэ	ハ    ともえ    うずまき	とも		comma-design 
巷	コウ	Улицы	コウ    ちまた			fork in road, scene, arena, theater 
巽	ソン	Юго-восток	ソン    たつみ			southeast 
帖	チョウ ジョウ	Пачка бумаги	チョウ    ジョウ    かきもの			quire (of paper), bundle of seaweed, counter for screens, notebook 
幌	コウ	Верх экипажа	コウ    ほろ    とばり			canopy, awning, hood, curtain 
幡	ハン	Храмовый флажок	マン    ハン    バン    ホン    はた	は    わた		flag 
庄	ショウ	Поместье	ショウ    ソ    ソウ    ホウ	まさ		level 
庇	ヒ	Козырёк	ヒ    ひさし    おお.う    かば.う			protect, shield, defend, eaves, canopy, penthouse, visor 
庖	ホウ	Кухня	ホウ    くりや			kitchen 
庚	コウ	Седьмой знак	コウ    かのえ			7th, 7th calendar sign 
庵	アン	Хижина	アン    いおり    いお	あ    い    いほり		hermitage, retreat 
廓	カク	Веселый квартал	カク    くるわ    とりで			enclosure, quarter, red-light district 
廟	ビョウ	Усыпальница	ビョウ    ミョウ    たまや    みたまや    やしろ			mausoleum, shrine, palace 
廠	ショウ	Арсенал	ショウ			workshop 
廻	カイ	Вращаться	カイ    エ    まわ.る    まわ.す    もとお.る    めぐ.る    めぐ.らす	ざこ    じゃく		round, game, revolve, go around, circumference 
廿	ジュウ	Двадцать	ジュウ    ニュウ    にじゅう	はつ		twenty, 20 
弗	フツ	Фтор	フツ    ホチ    どる    ず			dollar 
弘	コウ グ	Распространять	コウ    グ    ひろ.い	ひろ    ひろし    ひろむ    みつ    お    こお		vast, broad, wide 
弛	チ  (シ)	Провисать	チ    シ    たる.む    たる.める    たゆ.む    ゆる.む    ゆる.み			slacken, relax 
弼	ヒツ	Содействие	ヒツ    たす.ける    ゆだめ	すけ    たすく		help 
彊	キョウ	Сильный	キョウ    ゴウ    つよ.い	つよし		strong 
彗	スイ	Комета	スイ    エ    ケイ    セイ    ほうき	とし		comet 
彦	ゲン	Именной суффикс	ゲン    ひこ	よし    こ    ひろ    やす		lad, boy (ancient) 
彪	ヒョウ	Имена	ヒョウ    ヒュウ    あや	たけし    たけ    あきら    かおる    たけき    つよし    とら		spotted, mottled, patterned, small tiger 
彬	ヒン	Имена	ヒン    フン    うるわ.しい    あき.らか	あきら    あき    よし		refined, gentle 
徽	キ	Эмблема	キ    しるし			good, beautiful, badge 
忽	コツ	Не считаться	コツ    たちま.ち    ゆるが.せ	ぬ		in a moment, instantly, all of a sudden, neglect, disregard 
怜	レイ	Умный	レイ    レン    リョウ    あわ.れむ    さと.い	さと    さとし		wise 
怯	キョウ	Содрогаться	キョウ    コウ    ひる.む    おびえ.る    おじる    おび.える    おそ.れる			cowardice, wince, flinch, hesitate, waver 
恕	ジョ	Снисходительность	ジョ    ショ    ゆる.す			excuse, tolerate, forgive 
恢	カイ	Обширный	カイ    ケ    ひろ.い			wide, large, enlarge 
恰	コウ	Совсем как	コウ    カッ    チョウ    キョウ    あたか.も			just as, as though, fortunately 
悉	シツ	Полностью	シツ    シチ    つ.きる    ことごと    ことごと.く    つ.くす    つぶさ.に			all, entirely, altogether, completely, use up, run out of, exhaust, befriend, serve 
悌	テイ	Братская любовь	テイ    ダイ	とも    やす    やすし    よし    ちか		serving our elders 
悶	モン	Мучения	モン    もだ.える    もだえ.る			be in agony, worry 
惇	トン	Имена	シュン    ジュン    トン    あつ.い	あつし    あつ    まこと    とし    つとむ		sincere, kind, considerate 
惚	コツ	Влюбляться	コツ    ほけ.る    ぼ.ける    ほ.れる			fall in love with, admire, grow senile 
惟	イ	Соображать	イ    ユイ    おも.んみる    これ    おも.うに	ただ    よし    のぶ		consider, reflect, think 
惣	ソウ	Общий	ソウ    いそが.しい    そうじて	ふさ    そ		all 
惹	ジャク	Привлекать	ジャク    ジャ    ひ.く			attract, captivate 
愈	ユ	Наконец	ユ    いよいよ    まさ.る			be superior, heal, more and more, increasingly, finally, beyond doubt 
慧	ケイ エ	Умный	ケイ    エ    さとい	さと    さとし    さとる    あきら    とし		wise 
慾	ヨク	Желать	ヨク			covetousness, greed, passion, desire, craving 
憐	レン	Сострадание	レン    あわ.れむ    あわ.れ			pity, have mercy, sympathise, compassion 
憫	ビン(ミン)	Сочувствие	ビン    ミン    あわれ.む    うれ.える			anxiety, mercy 
戊	ボ	Пятый знак	ボ    ボウ    つちのえ			5th calendar sign 
戎	ジュウ	Варвар	ジュウ    えびす    つわもの	えび		warrior, arms, barbarian, Ainu 
或	ワク	Некоторый	ワク    コク    イキ    あ.る    あるい    あるいは			some, one, or, possibly, a certain 
戟	ゲキ	Копьё	ゲキ    ほこ			halbert, arms 
托	タク	Блюдце	タク    たく.する    たの.む			requesting, entrusting with, pretend, hint 
扮	フン	Играть роль	フン    ハン    ヘン    ふん.する    やつ.す    よそお.う			impersonate, dress up, disguise, thin shingles 
按	アン	Массаж	アン    おさ.える    しら.べる			hold, consider, investigate 
挺	テイ    チョウ	Устремляться	チョウ    テイ    ぬ.く			counter for guns, inksticks, palanquins, rickshaws, bravely volunteer 
挽	バン	Пилить	バン    ひ.く	ひき		saw, turn (lathe), grind 
捌	ハチ	Восемь	ハツ    ハチ    ベツ    さば.く    さば.ける    は.け			handle, deal with, dispose of, sell, be in demand, be worldly, be frank, be sensible, be sociable, drainage, sale, demand for, eight 
捧	ホウ	Поднимать	ホウ    ささ.げる			lift up, give, offer, consecrate, sacrifice, dedicate 
捲	ケン	Закатывать	ケン    ま.く    ま.くる    まく.る    めく.る    まく.れる			roll, wind, coil, turn pages, roll up sleeves, strip off, be turned, be rolled up 
捷	ショウ	Быстрый	ショウ    ソウ    はや.い	かつ		victory, fast 
捺	ナツ	Прикладывать печать	ナツ    ダツ    さ.す    お.す			press, print, affix a seal, stamp 
掠	リャク	Задевать	リャク    リョウ    かす.める    かす.る    かす.れる	ぐら		pillage, rob, graze, skim, sweep over, cheat, hint 
掩	エン	Прикрытие	エン    おお.う			cover, conceal 
掬	キク	Черпать	キク    コク    きく.す    むす.ぶ    すく.う    たなごころ			scoop up water with the hand 
掴	カク	Схватывать	カク    つか.む    つか.まえる    つか.まる			catch, seize, grasp, hold, arrest, capture 
掻	ソウ	Чесать	ソウ    か.く			scratch, rake, comb, paddle, behead 
揃	セン	Комплект	セン    そろ.える    そろ.う    そろ.い    き.る			be complete, uniform, all present 
揖	ユウ    シュウ	Имена	イツ    ユ    シュウ    ユウ	い		bow with arms folded, come together, assemble 
摸	モ	Наощупь	モ    モウ    バク    ボ    マク			search, imitate, copy 
摺	ショウ	Тереться	ショウ    シュウ    ロウ    す.る    ひだ	する    ずり		rub, fold, print (on cloth) 
撒	サツ(サン)	Рассыпать	サン    サツ    ま.く			scatter, sprinkle, give them the slip 
撚	ネン	Скручивать	ネン    よ.る    よ.れる    より    ひね.る			twist, twine, kinky 
撞	ドウ    シュ	Бить в колокол	ドウ    トウ    シュ    つ.く			thrust, pierce, stab, prick 
撫	ブ	Гладить	ブ    フ    な.でる	なで    なでし    む		stroke, pat, smooth down 
播	ハ	Сеять	ハ    バン    ハン    ま.く	はり		plant, sow 
撰	セン	Антология	サン    セン    せん.する    えら.む    えら.ぶ			composing, editing, compiling, selecting 
撹	カク	Размешивать	カク    コウ    みだ.す			disturb, throw into confusion 
擢	テキ	Отбор	テキ    タク    ぬ.く    ぬき.んでる			excel in, surpass, pull out, select 
擾	ジョウ	Беспорядки	ジョウ    みだ.れる    みだ.す    わずら.わしい			disturb, throw into confusion 
敦	トン	Чистосердечный	トン    タイ    ダン    チョウ    あつ.い	あつ    あつし    つる    のぶ    のり		industry, kindliness 
斌	ヒン	Имена	ヒン    フン    うるわ.しい    あき.らか	たけ		beautiful, harmony of appearance 
斐	ヒ	Польза	ヒ    イ	あや		beautiful, patterned 
斡	アツ	Управлять	アツ    カン    ワツ    めぐ.る    めぐ.らす			go around, rule, administer 
斧	フ	Топор	フ    おの			ax, hatchet 
斯	シ	Такой	シ    か    こう    か.く    この    これ    ここに			this, thus, such, verbal pause 
於	オ	В	オ    ヨ    おい.て    お.ける    ああ    より			at, in, on, as for 
旭	キョク	Восходящее солнце	キョク    あさひ	あきら    あき    てる    ひ		rising sun, morning sun 
昂	コウ	Подниматься	コウ    ゴウ    あ.がる    たか.い    たか.ぶる	あき    あきら    たか    たかし    のぼる		rise 
昌	ショウ	Процветающий	ショウ    さかん	まさ    まさし    よし    あき    あきら    さかえ    あつ    すけ		prosperous, bright, clear 
昏	コン	Потеря сознания	コン    くら.い    くれ			dark, evening, dusk 
昴	ボウ	Субару	コウ    ボウ    すばる			the Pleiades 
晃	コウ	Ослепительный	コウ    あきらか	あき    あきら    てる    ひかる    みつ		clear 
晋	シン	Династия Цзинь	シン    すす.む	すすむ    ゆき    くに    すすみ    のぶ		advance 
晏	アン	Поздний	アン    おそ.い			late, quiet, sets (sun) 
晒	サイ	Отбеливать	サイ    シ    さら.す    さらし			bleach, refine, expose, air 
晟	セイ	Наполненный солнцем	セイ    ジョウ    あきらか			clear 
晦	カイ	Темнить	カイ    つごもり    くら.い    みそか	もり		dark, disappear 
晨	シン	Утренняя заря	シン    あした    とき    あさ			morning, early 
智	チ	Ум	チ	さと    さとし    さとる    さとい    とも    のり    とし    あきら    じ    とみ    ひと    もと    よも		wisdom, intellect, reason 
暉	キ	Солнечные лучи	キ    かが.やく	てる		shine, light 
暢	チョウ	Плавный	チョウ    のび.る	いたる    のぶ    のぶる    なが    とうる    とおる    のり    まさ    みつる    よう		stretch 
曙	ショ	Рассвет	ショ    あけぼの			dawn, daybreak 
曝	バク	Выставлять	バク    ホク    ボク    さら.す			bleach, refine, expose, air 
曳	エイ	Тащить	エイ    ひ.く	ひき    びき		pull, tug, jerk, admit, install, quote, refer to 
曾	ソウ	Пра-	ソウ    ソ    ゾウ    かつ.て    か.って    すなわち			once, before, formerly, ever, never, ex- 
朋	ホウ	Друг	ホウ    とも			companion, friend 
朔	サク	Новолуние	サク    ついたち	たち		conjunction (astronomy), first day of month 
李	リ	Китайская слива	リ    すもも	もも    い		plum 
杏	キョウ	Абрикос	キョウ    アン    コウ    あんず	りょう		apricot 
杓	シャク	Черпак	シャク    チョウ    テキ    ヒョウ    ひしゃく			ladle, scoop 
杖	ジョウ	Посох	ジョウ    つえ			staff, cane 
杜	ト  ズ	Храмовая роща	ト    トウ    ズ    もり    ふさ.ぐ    やまなし			woods, grove 
杢	モク	Плотник	モク			woodworker, (kokuji) 
杭	コウ	Свая	コウ    くい	わたる		stake, post, picket 
杵	ショ	Пестик	ショ    ソ    きね	き		wooden pestle 
杷	ハ	Грабли	ハ    つか	わ		kind of rake 
枇	ビ	Мушмула	ビ    ヒ			spoon 
柁	ダ	Штурвал	ダ    タ    かじ			rudder, helm, wheel 
柊	シュウ	Падуб	シュ    シュウ    ひいらぎ			holly 
柏	ハク	Туя	ハク    ヒャク    ビャク    かしわ	かい    かし		oak 
柑	カン	Цитрус	コン    カン			citrus, orange 
柘	シャ	Гранат	シャ    ジャク    そ    つげ    やまぐわ	つ		wild mulberry 
柚	ユ	Цитрон	ユ    ユウ    ジク    ゆず			citron 
柴	サイ	Хворост	サイ    シ    しば			brush, firewood 
柾		Бересклет	まさ    まさめ    まさき			straight grain, spindle tree, (kokuji) 
栂		Цуга	つが    とが			hemlock, (kokuji) 
栖	セイ	Обитать	セイ    す.む	す    すみ		nest, rookery, hive, cobweb, den 
栗	リツ	Каштан	リツ    リ    くり    おののく	くる    りっ		chestnut 
栞	カン	Закладка	カン    しおり			bookmark, guidebook 
栴	セン	Мелия	セイ    セン    もみじ			maple tree, colorful autumn foliage 
桂	ケイ	Багряник	ケイ    かつら	かつ    よし    か		Japanese Judas-tree, cinnamon tree 
桐	トウ	Павлония	トウ    ドウ    きり	ひさ    き		paulownia 
桓	カン	Станционный столб	カン			marking post 
桔	キツ	Колокольчик	キツ    ケツ	き		used in plant names 
桶	トウ	Кадка	ヨウ    トウ    おけ			tub, bucket 
梁	リョウ	Балка	リョウ    はり    うつばり    うちばり    やな    はし			weir, fish trap, beam, girder 
梓	シ	Вишнёвая берёза	シ    あずさ			catalpa tree 
梢	ショウ	Веточки	ショウ    こずえ    くすのき			treetops, twig 
梧	ゴ	Фирмиана	ゴ    あおぎり			Chinese parasol tree, phoenix tree 
梯	テイ	Лестница	テイ    タイ    はしご	だい		ladder, stairs, insatiable drinking 
梱	コン	Тюк	コン    こう.る    こうり    こり    しきみ			pack, tie up, bale 
梶	ビ	Рулевое весло	ビ    かじ    こずえ			sculling oar 
棉	メン	Хлопок	メン    わた			cotton 
棲		Обитать	セイ    す.む	ずみ		live, dwell 
椀	ワン	Чашка	ワン    はち			wooden or lacquered bowl 
椋	リョウ	Скворец	リョウ    むく	ぐら		type of deciduous tree, grey starling 
椙		Криптомерия	すぎ			Japanese cedar, cryptomeria 
椛		Клён	かば    もみじ			birch, maple 
椰	ヤ	Кокосовая пальма	ヤ    やし			coconut tree 
椴	タン	Сахалинская пихта	タン    ダン    トド    むくげ			fir 
椿	チン	Камелия	チン    チュン    つばき	つば		camellia 
楊	ヨウ	Ива	ヨウ    かわ    やなぎ	やな		willow 
楓	フウ	Клён	フウ    かえで			maple 
楕	ダ	Эллипс	ダ    タ			ellipse 
楚	ソ	Опрятный	ソ    ショ    いばら    しもと    すわえ			whip, cane 
楠	ナン	Камфарное дерево	ナン    ダン    ゼン    ネン    くす    くすのき	くず    な		camphor tree 
楢	ユウ	Пильчатый дуб	シュウ    ユウ    なら			oak 
楯	ジュン	Щит	ジュン    たて			shield, buckler, pretext 
楳	バイ	Слива	バイ    うめ			plum 
榊		Дерево сакаки	さかき			sacred shinto tree, (kokuji) 
榎	カ	Каркас китайский	カ    えのき	え    えの		lotus tree 
榛	シン	Орешник	シン    ハン    はしばみ    はり	はい    はる		hazelnut, filbert 
槌	ツイ	Молот	ツイ    つち			hammer, mallet 
槍	ソウ	Пика	ソウ    ショウ    やり	うつ		spear, lance, javelin 
槙	シン	Подокарп	テン    シン    まき    こずえ			twig, ornamental evergreen 
槻	キ	Дзельква	キ    つき			Zelkova tree 
樋	トウ	Водосток	トウ    ひ    とい	て    と    とよ    とわ		water pipe, gutter, downspout, conduit 
樗	チョ	Мелия	チョ    おおち    おうち	ちょう		Japanese bead tree 
樟	ショウ	Камфарное дерево	ショウ    くす			camphor 
樫		Вечнозелёный дуб	かし			evergreen oak, (kokuji) 
樵	ショウ	Лесоруб	ショウ    きこ.る    こ.る    きこり			woodcutting, lumberjack 
樺	カ	Берёза	カ    かば    かんば	から    かも    かん		birch 
樽	ソン	Бочка	ソン    たる			barrel, cask, keg 
橘	キツ	Дикий цитрус	キツ    たちばな	きっ		mandarin orange 
橡	ショウ	Тёмно-серый	ショウ    ゾウ    とち    くぬぎ			horse chestnut 
橿	キョウ	Вечнозелёный дуб	キョウ    かし    もちのき			oak 
檀	ダン タン	Бересклет	ダン    タン    まゆみ			cedar, sandlewood, spindle tree 
檎	ゴ	Яблоко	キン    ゴン    ゴ			pear, apple 
檜	カイ	Кипарисовик	カイ    ひのき    ひ			Japanese cypress 
檮	トウ	Город Юсухара	トウ	し		stump, foolish, ignorant 
櫓	ロ	Каланча	ロ    やぐら    おおだて			oar, tower 
櫛	シツ	Гребень	シツ    くし    くしけず.る			comb 
欣	キン	Восхищение	キン    ゴン    コン    よろこ.ぶ    よろこ.び	やすし    よし    し		take pleasure in, rejoice 
欽	キン	Почитание	キン    コン    つつし.む	よし    ひとし		respect, revere, long for 
歎	タン	Вздыхать	タン    なげ.く    なげ.き			grief, lamentation 
此	シ	Этот	シ    こ.れ    こ.の    ここ			this, current, next, coming, last, past 
歪	ワイ	Искривление	ワイ    エ    いが.む    いびつ    ひず.む    ゆが.む			warp, bend, strained, distort 
殆	タイ	Почти	タイ    サイ    ほとほと    ほとん.ど    あやうい			almost, quite, really 
毅	キ	Решительность	キ    ギ    つよ.い	つよし    こわし    たけし    たけ    はたす    あつし    つよ    とし    み		strong 
毘	ビ	Бисямон	ヒ    ビ    たす.ける			help, assist 
毬	キュウ	Шишка	キュウ    いが    まり			burr, ball 
汀	テイ	Кромка воды	テイ    みぎわ    なぎさ	て		water's edge, shore, bank 
汐	セキ	Прилив	セキ    しお    うしお    せい	いそ		eventide, tide, salt water, opportunity 
汝	ジョ	Ты	ジョ    なんじ    なれ			you, thou 
汲	キュウ	Черпать	キュウ    く.む	くみ		draw (water), ladle, scoop, pump 
沌	トン	Хаос	トン    くら.い			primeval chaos 
沓	トウ	Обувь	トウ    くつ			shoes, boots 
沫	マツ	Брызги	マツ    バツ    あわ    しぶき    つばき			splash, suds 
洛	ラク	Древний Киото	ラク			Kyoto, the capital 
洩	エイ	Протекать	エイ    セツ    も.らす    の.びる    も.れる			leak, escape 
洲	ス シュウ	Мель	シュウ    ス    しま			continent, sandbar, island, country 
洵	ジュン	Воистину	ジュン    シュン    の.ぶ    まこと.に			alike, truth 
洸	コウ	Водная ширь	コウ	ひろ    ひろし    たけし    ひかり		sparkling water 
浩	コウ	Большой	コウ    おおき.い    ひろ.い	ひろ    ひろし    ゆたか    こお		wide expanse, abundance, vigorous 
浬	リ	Морская миля	リ    かいり    のっと			knot, nautical mile 
涌	ヨウ (ユウ)	Бить фонтаном	ユウ    ヨウ    ユ    わ.く			boil, ferment, seethe, uproar, breed 
涜	トク	Кощунствовать	トク    トウ    けが.す    けが.れ    みぞ			defile, blaspheme, ditch 
淀	デン	Омут	テン    デン    よど.む			pool, eddy 
淋	リン	Одинокий	リン    さび.しい    さみ.しい			lonely, deserted 
淘	トウ	Промывать рис	トウ    よな.げる			select 
淳	ジュン	Чистосердечный	ジュン    シュン    あつ.い	あつ    あつし    きよ    きよし    まこと    すなお		pure 
淵	エン	Бездна	エン    カク    コウ    ふち    かた.い    はなわ			abyss, edge, deep pool, the depths 
渚	ショ	Взморье	ショ    なぎさ	なぎ		strand, beach, shore 
渠	キョ	Док	キョ    かれ    なんぞ    なに    みぞ    いずくんぞ	だかり		ditch, canal, lock 
渥	アク	Милостивый	アク    あつ.い    うるお.う	あつし		kindness 
湊	ソウ	Порт	ソウ    みなと    あつ.まる			port, harbor 
湘	ショウ	Сянцзян	ショウ			name of Chinese river, the sagami river 
湛	タン	Наполняться	タン    チン    しず.む    たた.える	かん		fill, wear (a smile) 
溌	ハツ	Оживлённый	ハツ    も.る    とびち.る    そそ.ぐ			sprinkle, lively, vigorous 
溜	リュウ	Копить	リュウ    た.まる    たま.る    た.める    したた.る    たまり    ため			collect, gather, be in arrears 
溢	イツ	Переполнять	イツ    こぼ.れる    あふ.れる    み.ちる			overflow, inundate, spill 
滉	コウ	Глубокий и широкий	コウ    ひろ.い			deep and broad 
漉	ロク	Процеживать	ロク    こ.し    こ.す    す.く			manufacture paper, spread out thin, strain, percolate 
漑	ガイ	Ирригация	ガイ    カイ    そそ.ぐ			pour 
漕	ソウ	Грести	ソウ    こ.ぐ    はこ.ぶ			rowing, skull, paddle 
漣	レン	Рябь	レン    ラン    さざなみ			ripples 
漱	ソウ	Полоскать рот	ソウ    シュウ    ス    くちすす.ぐ    くちそそ.ぐ    うがい    すす.ぐ			gargle, rinse mouth 
潅	カン	Орошать	カン    そそ.ぐ			pour into, irrigate, shed (tears, flow into, concentrate on 
澗	カン	Река в ущелье	カン    ケン    たに    たにみず	ま		valley river, 10**36 
