丑	チュウ	Знак Быка	チュウ    うし	ひろ		sign of the ox or cow, 1-3AM, second sign of Chinese zodiac 
澪	レイ	Фарватер	レイ    みお			water route, shipping channel 
澱	デン	Крахмал	デン    テン    おり    ど.ろ    よど.み    よど.む			sediment, grounds, dregs, stagnant 
濠	ゴウ	Ров	ゴウ    コウ    ほり			moat, ditch, canal, Australia 
濡	ジュ	Мокрый	ジュ    ニュ    ぬれ.る    ぬら.す    ぬ.れる    ぬ.らす    うるお.い    うるお.う    うるお.す			get wet, damp, make love 
濤	トウ	Бурные волны	トウ    なみ			waves, billows 
瀕	ヒン	На краю	ヒン    ほとり			shore, brink, verge 
瀞	セイ	Заводь	セイ    ショウ    ジュウ    とろ    きよ.い			pure water, clear water, pool in a river 
瀦	チョ	Лужа	チョ    みずたまり	ずま		pool, puddle 
灘	ダン	Бурное море	タン    ダン    なだ    せ	だな    なん		open sea 
灸	キュウ	Прижигание моксой	キュウ    ク    やいと			moxa cautery, chastisement 
灼	シャク	Чудесный	シャク    あらた    やく			miraculous 
烏	ウ	Ворона	ウ    オ    からす    いずくんぞ    なんぞ			crow, raven 
烹	ホウ	Кулинария	ホウ    に.る			boil, cook 
焔	エン	Пламя	エン    ほのお			flame, blaze 
焚	フン	Жечь	フン    ホン    ハン    た.く    や.く    やきがり			burn, kindle, build a fire, boil, cook 
煉	レン	Месить	レン    ね.る			refine metals, kneading over fire 
煤	バイ	Сажа	バイ    マイ    すす			soot, smoke dried 
煽	セン	Раздувать	セン    あお.る    おだ.てる    おこ.る			fan, flap, instigate, agitate, bolster up, gulp down 
熔	ヨウ	Таять	ヨウ    と.ける    と.かす    いがた			fuse, melt 
熙	キ	Имена	キ    たのし.む    ひか.る    ひろ.い    よろこ.ぶ    かわ.く    あきらか    ひろ.める    ひろ.まる			bright, sunny, prosperous, merry 
燎	リョウ	Осветительный костёр	リョウ    かがりび			burn, bonfire 
燐	リン	Фосфор	リン			phosphorus 
燕	エン	Ласточка	エン    つばめ    つばくら    つばくろ			swallow (bird) 
燦	サン	Блистающий	サン    さん.たる    あき.らか    きらめ.く    きら.めく			brilliant 
燭	ショク	Свеча	ソク    ショク    ともしび			light, candlepower 
燿	ヨウ	Блистать	ヨウ    かがや.く    ひかり			shine 
爺	ヤ	Дед	ヤ    じい    じじい    おやじ    じじ    ちち			old man, grampa 
爾	ジ	Это	ジ    ニ    なんじ    しかり    その    のみ	ちか    しか    み		you, thou, second person 
牌	ハイ	Медаль	ハイ    ぱい    ふだ			label, signboard, medal, mahjong tiles 
牒	チョウ	Уведомление	チョウ    ジョウ    ふだ			label, genealogy, circular 
牝	ヒン	Самка	ヒン    めす    め-    めん			female 
牟	ボウ, ム	Мычать	ボウ    ム			pupil (eye), moo (cow sound) 
牡	ボ	Самец	ボ    ボウ    おす    お-    おん-			male 
牢	ロウ	Темница	ロウ    かた.い    ひとや			prison, jail, hardness 
牽	ケン	Тащить	ケン    ひ.く			pull, tug, jerk, admit, install, quote, refer to 
犀	サイ	Носорог	サイ    セイ			rhinocerous 
狐	コ	Лиса	コ    きつね			fox 
狗	ク	Леший	ク    コウ    いぬ			puppy, dog 
狛	ハク	Статуя собаки	ハク    こま			archaic part of Korea, lion-dog shrine guards 
狸	リ	Енотовидная собака	リ    ライ    たぬき			tanuki, raccoon 
狼	ロウ	Волк	ロウ    おおかみ			wolf 
狽	バイ	Замешательство	ケン    バイ    ハイ			wolf, be flurried 
猪	チョ	Кабан	チョ    い    いのしし	いの		boar 
猷	ユウ	Путь	ユウ    ヨウ    はかりごと    はか.る			plan, scheme, plan, plot, way 
獅	シ	Лев	シ    しし			lion 
玖	ク キュウ	Девять	キュウ    ク	たま    き    ひさ		beautiful black jewel, nine 
玲	レイ	Звон драгоценностей	レイ	たま    あきら    あき    りょう    れ		sound of jewels 
珂	カ	Город Нака	カ	が		jewel 
珊	サン	Коралл	サン    せんち    さんち			stagger, loneliness, centimeter 
珪	ケイ	Кремний	ケイ    たま			jade scepter or tablet (authority symbol) 
琉	リュウ	Рюкю	リュウ    ル			lapis lazuli 
琢	タク	Шлифовать	タク    みが.く	あや    たか		polish 
琳	リン	Звон драгоценностей	リン			jewel, tinkling of jewelry 
琵	ビ	Бива	ビ    ヒ			glissando on strings, lute 
琶	ハ	Бива	ハ    ベ    ワ			lute 
瑚	ゴ	Коралл	コ    ゴ			ancestral offering receptacle 
瑛	エイ	Прозрачный камень	エイ	ヨウ    あき    あきら    てる    え		sparkle of jewelry, crystal 
瑞	ズイ	Добрый знак	ズイ    スイ    みず-    しるし	たま    ず    みつ		congratulations 
瑳	サ	Полировать	サ    みが.く			polish 
瑶	ヨウ	Прекрасный	ヨウ    たま			beautiful as a jewel 
瓜	カ	Дыня	カ    ケ    うり	う		melon 
瓢	ヒョウ	Тыква-горлянка	ヒョウ    ひさご    ふくべ			gourd 
甑	ソウ	Рисоварка	ソウ    ショウ    こしき			rice-steaming pot 
甜	テン	Сахарная свёкла	テン    うま.い    あま.い			sweet 
甥	セイ	Племянник	セイ    ソウ    ショウ    おい    むこ			nephew 
甫	ホ	Имена	ホ    フ    はじ.めて	はじめ    とし    なみ    すけ    よし		for the first time, not until 
畠		Плантация	はたけ    はた	はな		field, farm, garden, (kokuji) 
畢	ヒツ	Кончать	ヒツ    おわ.る    あみ    おわ.り    ことごとく			the end, finish 
畦	ケイ	Межа	ケイ    あぜ    うね			rice paddy ridge, furrow, rib 
畷	テツ	Межа	テツ    テイ    セイ    なわて			rice field ridge path 
疋	ショ	Животные	ヒキ    ショ    ソ    ヒツ    あし			head, counter for animals 
疏	ソ	Дренаж	ソ    ショ    あら.い    うと.い    うと.む    とお.る    とお.す    まばら			estrangement, sparseness, neglect 
疹	シン	Сыпь	シン    チン    はしか			measles, sickness 
痔	ジ	Геморрой	ヂ    ジ    しもがさ			piles, hemorrhoids 
癌	ガン	Рак	ガン			cancer, cancerous evil 
皐	コウ	Пятый месяц	コウ    さつき	たかし		swamp, shore 
皓	コウ	Ослепительно белый	コウ    しろ.い    ひか.る	あきら    てる    あき    ひろ    ひろし		white, clear 
盃	ハイ	Чарка	ハイ    さかずき			glass, cup 
盈	エイ	Прибывающая луна	エイ    み.たす    み.ちる	みつ		fullness, enough, pride, satisfy 
眸	ボウ	Зрачок	ボウ    ム    ひとみ			pupil of the eye 
瞥	ベツ	Взгляд	ベツ    ヘツ			glance at 
矧	シン	Оперять стрелу	シン    は.ぐ    いわ.んや    はぐき    はぎ			feather (arrow) 
矩	ク	Угольник	ク    かね    かねざし    さしがね	のり    つね    ただし		ruler, carpenter's square 
砥	シ	Точило	シ    テイ    キイ    チ    と    といし    と.ぐ    みが.く    たいら.にする			whetstone, grindstone 
砦	サイ	Крепость	サイ    とりで			fort, stronghold, entrenchments 
砧	チン	Валёк	チン    きぬた			fulling block 
砺	レイ	Тонами	レイ    あらと    みが.く	と		whetstone, polish 
硯	ケン	Тушечница	ケン    ゲン    すずり			inkstone 
硲		Ущелье	はざま	さこ    はざ		ravine, gorge, gap 
碇	テイ	Якорь	テイ    いかり			anchor, grapnel 
碍	ガイ	Препятствовать	ガイ    ゲ    さまた.げる			obstacle 
碓	タイ	Педальная ступа	カク    タイ    たし.か    かく.たる	う    うす		pestle 
碗	ワン	Чашка	ワン    こばち			porcelain bowl, tea cup 
碧	ヘキ	Лазурный	ヘキ    ヒャク	みどり    あお    たま		blue, green 
碩	セキ	Выдающийся	セキ    おお.きい			large, great, eminent 
磐	バン	Скала	バン    ハン    いわ	いわお    わ		rock, crag, cliff, wall (in a mine) 
磯	キ	Взморье	キ    いそ	し    そ		seashore, beach 
礦	コウ	Руда	コウ    あらがね			mine, mineral, ore 
祁	キ	Гора Ци	キ    ケ			intense, large 
祇	ギ	Земное божество	ギ    キ    シ    くにつかみ    ただ    まさに			national or local god, peaceful, great 
祐	ユウ	Помощь	ユウ    ウ    たす.ける	すけ    さち    よし    たすく    ひろ    ひろし    まさ		help 
祢	ネ	Город Минэ	ネ    デイ    ナイ			ancestral shrine 
祷	トウ	Молитва	トウ    いの.る    いの.り    まつ.る			pray 
禄	ロク	Паёк	ロク    さいわ.い    ふち	とし    よし		fief, allowance, pension, grant, happiness 
禎	テイ	Имена	テイ    さいわ.い    ただ.しい	さだ    ただし    よし    さち    とも    のり		happiness 
禦	ギョ	Защищаться	ギョ    ゴ    ふせ.ぐ			defend, protect, resist, ward off 
禽	キン	Птица	キン    とり    とりこ			bird, captive, capture 
禾	カ	Ость колоса	カ    いね		のぎ のぎへん	2-branch tree 
禿	トク	Лысина	トク    ちび.る    かむろ    は.げる    はげ			become bald, bare, wear out, waste away, little girl employed at a brothel 
秤	ショウ	Весы	ショウ    ヒン    ビン    はかり			balances, scales, steelyard 
秦	シン	Династия Цинь	シン    はた	たい    はだ    やす		Manchu dynasty, name given to naturalized foreigners 
稀	キ	Редкий	キ    ケ    まれ    まばら			rare, phenomenal, dilute (acid) 
稔	ネン (ジン)	Созревать	ネン    ジン    ニン    みの.る    みのり	とし    なる    なり    みのる    ね    み		harvest, ripen 
稗	ハイ	Куриное просо	ハイ    ヒ    ひえ			humble, deccan grass 
稜	リョウ	Угол	リョウ    ロウ    いつ    かど			angle, edge, corner, power, majesty 
穆	ボク	Имена	ボク    モク    やわ.らぐ			respectful, mild, beautiful 
穎	エイ	Острый ум	エイ    ほさき    のぎ			heads of grain, cleverness 
穣	ジョウ	Богатый урожай	ジョウ    わら    ゆたか	しげ    みのる		good crops, prosperity, 10**28 
穿	セン	Пробивать	セン    うが.つ    は.く			put on (to the feet), dig, pierce, drill 
窄	サク	Ужимать	サク    すぼ.める    つぼ.める    せま.い			narrow, fold, furl, shrug, pucker, shut, close 
窪	ア, ワ	Впадина	ワ    ア    くぼ.む    くぼ.み    くぼ.まる    くぼ			depression, cave in, sink, become hollow 
窺	キ	Подглядывать	キ    うかが.う    のぞく			lie in wait, spy on, reconnoiter 
竃	ソウ	Кухонная печь	ソウ    かまど    かま    へっつい			kitchen stove, furnace, oven, hearth 
竣	シュン	Завершение	ドウ    シュン    わらわ    わらべ    おわ.る			end, finish 
竪	ジュ	Вертикальный	ジュ    たて    た.てる    こども			length, height, warp 
竺	ジク	Индия	ジク    チク    トク	あつし		bamboo 
竿	カン	Шест	カン    さお			pole, rod, scale beam, violin neck 
笈	キュウ	Дорожный ящик	キュウ	おい		backpack bookcase 
笙	ショウ	Духовой орган	ショウ    ソウ    ふえ			a reed instrument 
笠	リュウ	Шляпа	リュウ    かさ			bamboo hat, one's influence 
笥	ス	Комод	ス    シ    け    はこ			lunch box, clothes chest 
笹		Низкорослый бамбук	ささ	さ    さき    しの    じね		bamboo grass 
筈	カツ	Должен	カツ    はず    やはず			notch of an arrow, ought, must, should be, expected 
筏	バツ	Плот	バツ    ハツ    ボチ    いかだ			raft 
筑	チク	Цукуба	チク	つく    づき		an ancient musical instrument 
箆	ヘイ	Лопаточка	ヘイ    ハイ    へら    の    くし			spatula, arrow shaft 
箔	ハク	Фольга	ハク    すだれ			foil, gilt 
箕	キ	Веялка	キ    み	みの		winnowing 
箪	タン	Бамбуковая корзинка	タン    はこ			bamboo rice basket 
箭	セン	Стрела	セン    や			arrow 
篇	ヘン	Произведение	ヘン			volume, chapter, book, editing, compilation 
篠	ショウ	Низкорослый бамбук	ゾウ    ショウ    しの    ささ	の		also N3428, bamboo grass 
簸	ハ	Веять зерно	ハ    ひ.る			winnow, fan 
簾	レン	Штора	レン    すだれ    す	みす		bamboo screen, rattan blind 
籾		Неочищенный рис	もみ			unhulled rice, (kokuji) 
粁		Километр	キロメートル			kilometer, (kokuji) 
粂		Имена	くめ			used in proper names 
粍		Миллиметр	ミリメートル    みり			millimeter (affix), (kokuji) 
粕	ハク	Барда	ハク    かす			scrap, waste 
粟	ゾク	Чумиза	ゾク    ショク    ソク    あわ    もみ	あ    さっ    そう		millet 
粥	シュク	Каша	イク    シュク    ジュク    かゆ    かい    ひさ.ぐ			rice gruel 
糊	コ	Клей	コ    ゴ    コツ    のり			paste, glue, sizing 
糎		Сантиметр	センチメートル    せんち			centimeter, (kokuji) 
糞	フン	Экскременты	フン    くそ			shit, feces, excrement 
糟	ソウ	Барда	コウ    ソウ    ぬか	かす		dregs, sediment, grounds 
糠	コウ	Отруби	コウ    ぬか			rice bran 
紐	チュウ	Шнурок	チュウ    ジュウ    ひも			string, cord, braid, lace, tape, strap, ribbon 
紗	シャ サ	Шёлковый газ	サ    シャ    うすぎぬ	たえ    すず		gauze, gossamer 
紘	コウ	Стороны	コウ    おおづな    つな    つなぐ	ひろ    ひろし		large 
紬	チュウ	Чесуча	チュウ    つむぎ    つむ.ぐ			pongee (a knotted silk cloth) 
絃	ゲン	Струна	ゲン    いと			string, cord, samisen music 
絢	ケン	Яркий узор	ケン	ジュン    あや		kimono design 
綜	ソウ	Ремизка	ソウ    おさ.める    す.べる			rule 
綬	ジュ	Лента	ジュ    ひも			ribbon 
綴	テイ	Переплетать	テイ    テツ    テチ    ゲツ    と.じる    つづ.る    つづり    すみ.やか			compose, spell, write, bind (books) 
綸	リン	Слова императора	リン    カン    いと			thread, silk cloth 
綺	キ	Красивый	キ    あや			figured cloth, beautiful 
綾	リョウ	Узорчатый	リン    あや	りょう		design, figured cloth, twill 
緋	ヒ	Пунцовый	ヒ    あけ    あか			scarlet, cardinal 
緬	メン	Тонкая нить	メン    ベン			fine thread, Burma 
縞	コウ	Полоса	コウ    しま    しろぎぬ			stripe 
繋	ケイ	Привязывать	ケイ    つな.ぐ    かか.る    か.ける			tie, fasten, chain, tether, connect 
繍	シュウ	Вышивка	シュウ    ぬいとり			sew, figured cloth 
纂	サン	Подборка литературы	サン    あつ.める			editing, compiling 
纏	テン	Улаживать	テン    デン    まつ.わる    まと.う    まと.める    まと.まる    まと.い			wear, wrap, tie, follow around, collect 
罫	ケイ	Разлиновывать	ケイ    カイ    ケ			ruled line 
翔	ショウ	Полёт	ショウ    かけ.る    と.ぶ	か		soar, fly 
翠	スイ	Нефрит	スイ    かわせみ    みどり	あきら		green 
翫	ガン	Игрушка	ガン    もてあそ.ぶ			take pleasure in, play instrument 
翰	カン	Письмо	カン    はね    ふで    やまどり    ふみ			letter, writing brush 
耀	ヨウ	Блистать	ヨウ    かがや.く    ひかり	あかる		shine, sparkle, gleam, twinkle 
而	ジ	'грабли''	ジ    ニ    しこ.うして    しか.して    しか.も    しか.れども    すなわち    なんじ    しかるに			rake 
耶	ヤ	Христианство	ヤ    ジャ    か			question mark 
耽	タン	Предаваться	タン    ふ.ける			addicted, absorbed in 
聡	ソウ	Сообразительный	ソウ    さと.い    みみざと.い	さと    さとし    さとる    あき    あきら    とし    さた    みのる		wise, fast learner 
聯	レン	Связь	レン    つら.なる    つら.ねる			party, gang, clique 
聾	ロウ	Глухой	ロウ    ろう.する    つんぼ    みみしい			deafness, deaf person, deafen 
肇	チョウ	Основывать	チョウ    ジョウ    トウ    はじ.める    はじめ	とし    ただし    はつ		beginning 
肋	ロク	Ребро	ロク    あばら			rib 
肱	コウ	Локоть	コウ    かいな    ひじ    まるい			ability, talent, elbow, arm 
肴	コウ	Закуска	コウ    さかな			accompaniment for drinks 
胡	コ	Варварский	ウ    コ    ゴ    なんぞ	えびす    くる		barbarian, foreign 
胤	イン	Отцовская кровь	イン    たね	つぎ    つぐ    かず		descendent, issue, offspring 
脆	ゼイ	Хрупкий	ゼイ    セイ    セツ    もろ.い    よわい			brittle, fragile, easy to beat, sentimental, susceptible 
脩	シュウ	Сушёное мясо	シュウ    おさ.める    なが.い    ほじし	おさむ    おさ    なが    のぶ    はる		dried meat 
脹	チョウ	Вздуваться	チョウ    は.れる    ふく.らむ    ふく.れる			dilate, distend, bulge, fill out, swell 
腔	コウ	Полость	コウ			body cavity 
腿	タイ	Бедро	タイ    もも			thigh, femur 
膏	コウ	Мазь	コウ    あぶら			fat, grease, lard, paste, ointment, plaster 
膿	ノウ	Гной	ノウ    ドウ    う.む    うみ			pus, fester, discharge 
臥	ガ	Лежать	ガ    ふせ.る    ふ.せる    ふ.す			bend down, bow, lie prostrate 
舘	カン	Здание	カン    やかた    たて	たち		mansion, large building, palace 
舛	セン	'танцующие ноги''	ブ    セン    まい    そむ.く	ます	まいあし	dancing radical (no. 136) 
舜	シュン	Император Шунь	シュン	みつ		type of morning glory, rose of sharon, althea 
舵	ダ	Штурвал	ダ   タ    かじ			rudder, helm, wheel 
艮	コン	Северо-восток	コン    ゴン    うしとら		ねずくり	northeast (Oriental zodiac), stopping, good radical (no. 138) 
芙	フ	Гибискус изменчивый	フ	はす		lotus, Mt fuji 
芥	カイ	Мусор	カイ    ケ    からし    ごみ    あくた			mustard, rape, dust, trash, rubbish 
芭	バ	Банановое дерево	バ    ハ			banana 
芹	キン	Омежник	キン    せり	せい    よし		parsley 
苅	カイ	Косить	ガイ    カイ    か.る	かり    かる    かん		cutting (grass) 
苑	エン	Сад	エン    オン    その    う.つ	あや		garden, farm, park 
苒	ゼン	Медлить	ゼン			flourishing, luxuriant 
苓	リョウ レイ	Пахима	レイ    リョウ    みみなぐさ			plant, herb, mushroom 
苔	タイ	Мох	タイ    こけ    こけら			moss, lichen 
苧	チョ	Бемерия	チョ    お    からんし    からむし			hemp, flax 
苫	セン	Навес из мисканта	セン    とま			rush matting 
茄	カ	Баклажан	カ			eggplant 
茅	ボウ	Материал для кровли	ボウ    ミョウ    かや    ちがや	ち    じ		miscanthus reed 
